"","player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game"
"1029","Min Lim","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0
"1030","Miles Frank","Division 3","Men","Division 3 Men","Rochester Piggies",0,0,0,0,0,6,0,0,0,0,0
"1031","Micah Delattre","Division 1","Men","Division 1 Men","Penn State Spank",0,0,0,0,0,5,0,0,0,0,0
"1032","Mia Andreeva","Division 1","Women","Division 1 Women","Washington Element",1,0,1,0,0,5,0.2,0,0.2,0,0
"1033","Megan Buchsbaum","Division 1","Women","Division 1 Women","North Carolina Pleiades",0,0,0,0,0,7,0,0,0,0,0
"1034","Meagan Gillis","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",4,4,0,0,0,6,0.666666666666667,0.666666666666667,0,0,0
"1035","Maximilian Dewberry","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,0,0,0,0,5,0,0,0,0,0
"1036","Max Van Sickle","Division 1","Men","Division 1 Men","Colorado Mambird",0,0,0,0,0,7,0,0,0,0,0
"1037","Max Posner","Division 1","Men","Division 1 Men","Carleton CUT",3,0,3,0,0,5,0.6,0,0.6,0,0
"1038","Max Karnik","Division 1","Men","Division 1 Men","Michigan Magnum",1,1,0,0,0,5,0.2,0.2,0,0,0
"1039","Max Cowie","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0
"1040","Matthew Xia","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,0,0,0,0,5,0,0,0,0,0
"1041","Matilda Pro","Division 1","Women","Division 1 Women","Carleton Syzygy",0,0,0,0,0,6,0,0,0,0,0
"1042","Matias Lee","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,0,0,0,0,8,0,0,0,0,0
"1043","Martha Plaehn","Division 1","Women","Division 1 Women","North Carolina Pleiades",0,0,0,0,0,7,0,0,0,0,0
"1044","Mark Chow","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0
"1045","Makena Johnson","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",0,0,0,0,0,5,0,0,0,0,0
"1046","Maggie Walsh","Division 3","Women","Division 3 Women","St Olaf Vortex",11,6,1,4,0,5,2.2,1.2,0.2,0.8,0
"1047","Maeve Magura Comey","Division 1","Women","Division 1 Women","Michigan Flywheel",0,0,0,0,0,5,0,0,0,0,0
"1048","Madeline Fealy","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",0,0,0,0,0,5,0,0,0,0,0
"1049","Maddy Grassy","Division 1","Women","Division 1 Women","Washington Element",0,0,0,0,0,5,0,0,0,0,0
"1050","Lyle Hahn","Division 3","Men","Division 3 Men","Whitman Sweets",8,1,5,2,0,6,1.33333333333333,0.166666666666667,0.833333333333333,0.333333333333333,0
"1051","Luke Surovec","Division 3","Men","Division 3 Men","Franciscan Fatal",1,0,1,0,0,6,0.166666666666667,0,0.166666666666667,0,0
"1052","Luke Howey","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0
"1053","Luke Goeddeke","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0
"1054","Luke Gochis","Division 1","Men","Division 1 Men","Penn State Spank",1,0,0,1,0,5,0.2,0,0,0.2,0
"1055","Lucy Wylie","Division 1","Women","Division 1 Women","Georgia Athena",0,0,0,0,0,5,0,0,0,0,0
"1056","Lucius Christie","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0
"1057","Lucas Henry","Division 1","Men","Division 1 Men","Oregon State Beavers",1,0,1,0,0,5,0.2,0,0.2,0,0
"1058","Luca Stuccio","Division 1","Men","Division 1 Men","Vermont Chill",0,0,0,0,0,5,0,0,0,0,0
"1059","Loren Griffin","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0
"1060","Lily Terpstra","Division 1","Women","Division 1 Women","Utah Spiral Jetty",21,10,5,6,0,5,4.2,2,1,1.2,0
"1061","Lily Snyder","Division 3","Women","Division 3 Women","Occidental WAC",11,8,1,2,0,6,1.83333333333333,1.33333333333333,0.166666666666667,0.333333333333333,0
"1062","Lily Matthews-Needelman","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0
"1063","Lillian Nelson","Division 1","Women","Division 1 Women","Western Washington Chaos",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1064","Lili Gudgel","Division 3","Women","Division 3 Women","Portland UPRoar",0,0,0,0,0,6,0,0,0,0,0
"1065","Liam Gilpin","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0
"1066","Liam Atkins","Division 3","Men","Division 3 Men","Carleton CHOP",0,0,0,0,0,6,0,0,0,0,0
"1067","Leonardo Tapia","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0
"1068","Leo Cogan-Drew","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1069","Lemi Henderson","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0
"1070","Lauren Moore","Division 1","Women","Division 1 Women","Michigan Flywheel",4,1,1,2,0,5,0.8,0.2,0.2,0.4,0
"1071","Laura Brodkey","Division 1","Women","Division 1 Women","Pennsylvania Venus",3,0,1,2,0,5,0.6,0,0.2,0.4,0
"1072","Kylee Sipkema","Division 3","Women","Division 3 Women","Davenport Panthers",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1073","Kyle Incollingo","Division 1","Men","Division 1 Men","Penn State Spank",6,1,2,3,0,5,1.2,0.2,0.4,0.6,0
"1074","Kyla Christie","Division 3","Women","Division 3 Women","Carleton Eclipse",20,7,10,3,0,6,3.33333333333333,1.16666666666667,1.66666666666667,0.5,0
"1075","Kofi Reeves-Miller","Division 1","Men","Division 1 Men","Georgia Jojah",3,1,1,1,0,5,0.6,0.2,0.2,0.2,0
"1076","kirah Clay","Division 3","Women","Division 3 Women","Davenport Panthers",3,0,1,2,0,5,0.6,0,0.2,0.4,0
"1077","Kira Romberg","Division 3","Women","Division 3 Women","Wellesley Whiptails",2,0,0,2,0,6,0.333333333333333,0,0,0.333333333333333,0
"1078","Killian Reilly","Division 3","Men","Division 3 Men","Williams WUFO",0,0,0,0,0,6,0,0,0,0,0
"1079","Kika Larrick","Division 1","Women","Division 1 Women","North Carolina Pleiades",1,1,0,0,0,7,0.142857142857143,0.142857142857143,0,0,0
"1080","Kezha Neale-Sacks","Division 1","Women","Division 1 Women","California - San Diego D-Co",0,0,0,0,0,5,0,0,0,0,0
"1081","Kenji Her","Division 1","Men","Division 1 Men","Minnesota Grey Duck",2,0,1,1,0,5,0.4,0,0.2,0.2,0
"1082","Kemble Rains","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0
"1083","Kelvin Lei","Division 1","Men","Division 1 Men","Penn State Spank",0,0,0,0,0,5,0,0,0,0,0
"1084","Keller Fraley","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0
"1085","Keira Lanegraff","Division 1","Women","Division 1 Women","Oregon Fugue",2,1,0,1,0,6,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"1086","Keagan Gustin","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0
"1087","Kayla Harrison","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",1,0,1,0,0,6,0.166666666666667,0,0.166666666666667,0,0
"1088","Kathryn Lawrence","Division 1","Women","Division 1 Women","Utah Spiral Jetty",1,1,0,0,0,5,0.2,0.2,0,0,0
"1089","Katelyn Osborne","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",20,3,6,11,0,5,4,0.6,1.2,2.2,0
"1090","Kate Philson","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",0,0,0,0,0,5,0,0,0,0,0
"1091","Karthik Subbiah","Division 3","Men","Division 3 Men","Williams WUFO",7,5,2,0,0,6,1.16666666666667,0.833333333333333,0.333333333333333,0,0
"1092","Kallie Hansel-Tennes","Division 1","Women","Division 1 Women","Oregon Fugue",0,0,0,0,0,6,0,0,0,0,0
"1093","Kaia Emery","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",3,1,0,2,0,5,0.6,0.2,0,0.4,0
"1094","Kaeden Ireland","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0
"1095","Justine Martinez","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",7,1,1,5,0,5,1.4,0.2,0.2,1,0
"1096","Julius Clyburn","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",1,1,0,0,0,5,0.2,0.2,0,0,0
"1097","Julian Walston","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1098","Jovan Strange","Division 1","Men","Division 1 Men","Vermont Chill",1,0,0,1,0,5,0.2,0,0,0.2,0
"1099","Joseph Thachet","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",2,0,0,2,0,7,0.285714285714286,0,0,0.285714285714286,0
"1100","Jonathan Blake","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0
"1101","Jonah Feinstein","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1102","Jonah Carrero","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0
"1103","Johnny Russell","Division 3","Men","Division 3 Men","Claremont Braineaters",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1104","John Rickel","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0
"1105","John Liaz","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0
"1106","John Drury","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0
"1107","Jillian Fischer","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1108","Jessie Lew","Division 1","Women","Division 1 Women","Oregon Fugue",0,0,0,0,0,6,0,0,0,0,0
"1109","Jeremy Kaufman","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0
"1110","Jasper Priest","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1111","Jason Gutstadt","Division 1","Men","Division 1 Men","Oregon EGO",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1112","Janey Hyde","Division 1","Women","Division 1 Women","Western Washington Chaos",0,0,0,0,0,5,0,0,0,0,0
"1113","James Texter","Division 3","Men","Division 3 Men","Carleton CHOP",0,0,0,0,0,6,0,0,0,0,0
"1114","Jake Schmidt","Division 3","Men","Division 3 Men","St Olaf Berzerkers",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1115","Jake Magner","Division 3","Men","Division 3 Men","St Olaf Berzerkers",1,1,0,0,0,6,0.166666666666667,0.166666666666667,0,0,0
"1116","Jaine Paradis","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",1,1,0,0,0,5,0.2,0.2,0,0,0
"1117","Jae Lee","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",2,1,1,0,0,5,0.4,0.2,0.2,0,0
"1118","Jacob Leichter Wilson","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0
"1119","Jacob Green","Division 1","Men","Division 1 Men","NC State Alpha",1,1,0,0,0,6,0.166666666666667,0.166666666666667,0,0,0
"1120","Jack Weinberg","Division 1","Men","Division 1 Men","Oregon State Beavers",0,0,0,0,0,5,0,0,0,0,0
"1121","Jack Walters-Medaris","Division 1","Men","Division 1 Men","Minnesota Grey Duck",1,0,0,1,0,5,0.2,0,0,0.2,0
"1122","Jack Waitz","Division 3","Men","Division 3 Men","Middlebury Pranksters",0,0,0,0,0,5,0,0,0,0,0
"1123","Jack Stephenson","Division 1","Men","Division 1 Men","Georgia Jojah",0,0,0,0,0,5,0,0,0,0,0
"1124","Jack Sheehan","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0
"1125","Jack Hartingh","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0
"1126","Issandro Trenard","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",1,1,0,0,0,6,0.166666666666667,0.166666666666667,0,0,0
"1127","Isaac Degenholtz","Division 3","Men","Division 3 Men","Rochester Piggies",0,0,0,0,0,6,0,0,0,0,0
"1128","Ilah Mittelstaedt","Division 1","Women","Division 1 Women","Western Washington Chaos",0,0,0,0,0,5,0,0,0,0,0
"1129","Ila Charendoff","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",0,0,0,0,0,6,0,0,0,0,0
"1130","Huy Nguyen","Division 1","Men","Division 1 Men","Texas TUFF",0,0,0,0,0,5,0,0,0,0,0
"1131","Hugh Finnigan","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0
"1132","Henry Nieckarz","Division 3","Men","Division 3 Men","Carleton CHOP",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1133","Henry Geffert","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0
"1134","Helena Hess","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1135","Helen Sweeney","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",0,0,0,0,0,5,0,0,0,0,0
"1136","Hayden Naylor","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0
"1137","Gwen Murray","Division 1","Women","Division 1 Women","Western Washington Chaos",3,1,1,1,0,5,0.6,0.2,0.2,0.2,0
"1138","Griffin Gee","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,0,0,0,0,5,0,0,0,0,0
"1139","Griffin Campion","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0
"1140","Grant Goodale","Division 1","Men","Division 1 Men","Vermont Chill",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1141","Gracie Bender","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0
"1142","Grace Valentine","Division 3","Women","Division 3 Women","Middlebury Pranksters",6,0,4,2,0,5,1.2,0,0.8,0.4,0
"1143","George Lefkowicz","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1144","Gavin May","Division 1","Men","Division 1 Men","Cal Ursa Major",0,0,0,0,0,5,0,0,0,0,0
"1145","Garrett Bush","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",0,0,0,0,0,7,0,0,0,0,0
"1146","Gage Cowan","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0
"1147","Gabby Wang","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1148","Frederick Huang","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0
"1149","Fletcher Hayden","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0
"1150","Finn Sheehy","Division 3","Men","Division 3 Men","Bates Orange Whip",0,0,0,0,0,6,0,0,0,0,0
"1151","Felix Feiger","Division 1","Men","Division 1 Men","Colorado Mambird",1,1,0,0,0,7,0.142857142857143,0.142857142857143,0,0,0
"1152","Feliks Ciesielski","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0
"1153","Evie Angevine","Division 3","Women","Division 3 Women","Colorado College Zenith",1,0,1,0,0,6,0.166666666666667,0,0.166666666666667,0,0
"1154","Evan Ellis","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,0,0,0,0,5,0,0,0,0,0
"1155","Ethan Burgess","Division 1","Men","Division 1 Men","Colorado Mambird",1,0,0,1,0,7,0.142857142857143,0,0,0.142857142857143,0
"1156","Eric Zhou","Division 3","Men","Division 3 Men","Williams WUFO",0,0,0,0,0,6,0,0,0,0,0
"1157","Eno Little","Division 3","Men","Division 3 Men","Bates Orange Whip",0,0,0,0,0,6,0,0,0,0,0
"1158","Ennio Ciambella","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0
"1159","Emmet Payette","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0
"1160","Emma Murray","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0
"1161","Elspeth Howland","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",3,2,0,1,0,6,0.5,0.333333333333333,0,0.166666666666667,0
"1162","Else Gerber","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",21,3,9,9,0,6,3.5,0.5,1.5,1.5,0
"1163","Elsa Hoff","Division 3","Women","Division 3 Women","Colorado College Zenith",0,0,0,0,0,6,0,0,0,0,0
"1164","Elliot Ylagan","Division 1","Men","Division 1 Men","Texas TUFF",0,0,0,0,0,5,0,0,0,0,0
"1165","Ella Lietzau","Division 3","Women","Division 3 Women","Occidental WAC",7,1,2,4,0,6,1.16666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0
"1166","Ella Boodell","Division 3","Women","Division 3 Women","Wellesley Whiptails",0,0,0,0,0,6,0,0,0,0,0
"1167","Elise Francis","Division 1","Women","Division 1 Women","Utah Spiral Jetty",8,2,1,5,0,5,1.6,0.4,0.2,1,0
"1168","Eliot Duncan","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0
"1169","Elijah Danley","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0
"1170","Elias Gradinger","Division 3","Men","Division 3 Men","Claremont Braineaters",3,0,2,1,0,6,0.5,0,0.333333333333333,0.166666666666667,0
"1171","Eliana Joftus","Division 3","Women","Division 3 Women","Occidental WAC",0,0,0,0,0,6,0,0,0,0,0
"1172","Eli Donohue","Division 1","Women","Division 1 Women","Oregon Fugue",4,0,4,0,0,6,0.666666666666667,0,0.666666666666667,0,0
"1173","Eli Beech-Brown","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0
"1174","Eleni Kauffman","Division 1","Women","Division 1 Women","Tufts EWO",1,1,0,0,0,5,0.2,0.2,0,0,0
"1175","Elena Kamas","Division 1","Women","Division 1 Women","Stanford Superfly",0,0,0,0,0,7,0,0,0,0,0
"1176","Eden Bogale","Division 1","Women","Division 1 Women","Washington Element",1,1,0,0,0,5,0.2,0.2,0,0,0
"1177","Ed Dowling","Division 3","Men","Division 3 Men","Carleton CHOP",2,0,2,0,0,6,0.333333333333333,0,0.333333333333333,0,0
"1178","Drew Wentworth","Division 1","Men","Division 1 Men","Georgia Jojah",2,1,0,1,0,5,0.4,0.2,0,0.2,0
"1179","Dexter Pakula","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1180","Devan Hernandez","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,0,0,0,0,8,0,0,0,0,0
"1181","Declan Murphy","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0
"1182","David Stamp","Division 3","Men","Division 3 Men","Franciscan Fatal",0,0,0,0,0,6,0,0,0,0,0
"1183","David Bix","Division 1","Men","Division 1 Men","Washington University Contra",0,0,0,0,0,5,0,0,0,0,0
"1184","Daniel Williams","Division 1","Men","Division 1 Men","Colorado Mambird",3,0,3,0,0,7,0.428571428571429,0,0.428571428571429,0,0
"1185","Daniel Marlin","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0
"1186","Daniel Kim","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0
"1187","Daniel Corbo","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",0,0,0,0,0,6,0,0,0,0,0
"1188","Daniel Brown","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0
"1189","Daniel Bauman","Division 1","Men","Division 1 Men","Colorado Mambird",1,0,1,0,0,7,0.142857142857143,0,0.142857142857143,0,0
"1190","Courtney Lawson","Division 3","Women","Division 3 Women","Union Jillz",10,1,4,5,0,6,1.66666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0
"1191","Corey Sweet","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0
"1192","Copelan Brown","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0
"1193","Colman Bashore","Division 3","Men","Division 3 Men","Middlebury Pranksters",5,1,3,1,0,5,1,0.2,0.6,0.2,0
"1194","Collin Colegate","Division 3","Men","Division 3 Men","Davenport Panthers",1,0,0,1,0,6,0.166666666666667,0,0,0.166666666666667,0
"1195","Clay Haddock","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0
"1196","Clara Bass","Division 3","Women","Division 3 Women","Middlebury Pranksters",1,0,1,0,0,5,0.2,0,0.2,0,0
"1197","Claire Mollen","Division 1","Women","Division 1 Women","Michigan Flywheel",0,0,0,0,0,5,0,0,0,0,0
"1198","Cianna Burr","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",0,0,0,0,0,5,0,0,0,0,0
"1199","Christopher O'Mara","Division 3","Men","Division 3 Men","Carleton CHOP",21,0,17,4,0,6,3.5,0,2.83333333333333,0.666666666666667,0
"1200","Christopher Elvin","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0
"1201","Christian Johnson","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0
"1202","Chris Youngblood","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",10,1,6,3,0,5,2,0.2,1.2,0.6,0
"1203","Charlotte Moynihan","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",29,9,11,9,0,6,4.83333333333333,1.5,1.83333333333333,1.5,0
"1204","Charlie Leightheiser","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,0,0,0,0,5,0,0,0,0,0
"1205","Charlie LaPorte","Division 3","Women","Division 3 Women","Portland UPRoar",0,0,0,0,0,6,0,0,0,0,0
"1206","Charlie Huang","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0
"1207","Charles Gluck","Division 1","Men","Division 1 Men","Washington University Contra",1,0,1,0,0,5,0.2,0,0.2,0,0
"1208","Celia Flory","Division 1","Women","Division 1 Women","Michigan Flywheel",8,2,4,2,0,5,1.6,0.4,0.8,0.4,0
"1209","Catrina Sada","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",1,0,1,0,0,5,0.2,0,0.2,0,0
